,geo_id,% of Population Identifying as Black,Census tract,geometry
42,1400000US42003130200,92.3,130200,"MULTIPOLYGON (((-79.89782099999999 40.459719, -79.897542 40.461401, -79.89755599999999 40.462082, -79.894727 40.461439, -79.892687 40.46063, -79.89044800000001 40.460111, -79.89080800000001 40.459198, -79.89107199999999 40.458522, -79.888374 40.45791, -79.887726 40.45651, -79.888093 40.455527, -79.891902 40.456393, -79.89414499999999 40.4569, -79.896298 40.457397, -79.898528 40.457906, -79.89782099999999 40.459719)))"
43,1400000US42003130600,83.1,130600,"MULTIPOLYGON (((-79.88594399999999 40.455074, -79.884732 40.455341, -79.884452 40.455406, -79.883364 40.455451, -79.880933 40.45505, -79.87970799999999 40.455329, -79.877792 40.457025, -79.877686 40.457094, -79.879147 40.458767, -79.87924099999999 40.459152, -79.875531 40.461549, -79.875607 40.460686, -79.87521 40.459905, -79.874504 40.459263, -79.872878 40.460618, -79.87173900000001 40.46103, -79.870256 40.46117, -79.870256 40.460692, -79.871695 40.460565, -79.872608 40.45753, -79.871466 40.457143, -79.868278 40.456351, -79.865843 40.455745, -79.866477 40.452766, -79.86756099999999 40.449389, -79.86904 40.449389, -79.872685 40.449367, -79.877128 40.449803, -79.877692 40.449858, -79.87831199999999 40.449922, -79.879255 40.449756, -79.881614 40.449379, -79.88218500000001 40.449189, -79.883392 40.449038, -79.88408699999999 40.449144, -79.884563 40.451014, -79.88525799999999 40.452696, -79.885468 40.453436, -79.885648 40.454027, -79.88594399999999 40.455074)))"
44,1400000US42003130700,97.1,130700,"MULTIPOLYGON (((-79.90804 40.458674, -79.9063 40.461017, -79.90561700000001 40.462596, -79.904188 40.463314, -79.903324 40.463534, -79.900881 40.464175, -79.90063000000001 40.464239, -79.89960000000001 40.4645, -79.898976 40.464668, -79.898732 40.464611, -79.89755599999999 40.464343, -79.896197 40.464035, -79.894351 40.462573, -79.893444 40.462473, -79.889993 40.461679, -79.88999200000001 40.461829, -79.88969 40.461751, -79.888502 40.46143, -79.88620299999999 40.460859, -79.884781 40.460517, -79.884229 40.460383, -79.884125 40.460358, -79.883017 40.460079, -79.87924099999999 40.459152, -79.879147 40.458767, -79.877686 40.457094, -79.877792 40.457025, -79.87970799999999 40.455329, -79.880933 40.45505, -79.883364 40.455451, -79.884452 40.455406, -79.884732 40.455341, -79.88594399999999 40.455074, -79.886437 40.455151, -79.888093 40.455527, -79.887726 40.45651, -79.888374 40.45791, -79.89107199999999 40.458522, -79.89080800000001 40.459198, -79.89044800000001 40.460111, -79.892687 40.46063, -79.894727 40.461439, -79.89755599999999 40.462082, -79.897542 40.461401, -79.89782099999999 40.459719, -79.898528 40.457906, -79.901115 40.45849, -79.90130000000001 40.458015, -79.902271 40.455599, -79.90284200000001 40.454879, -79.903148 40.454981, -79.90531 40.455482, -79.907886 40.456061, -79.909547 40.456691, -79.90804 40.458674)))"
45,1400000US42003130800,87.8,130800,"MULTIPOLYGON (((-79.903148 40.454981, -79.90284200000001 40.454879, -79.902271 40.455599, -79.90130000000001 40.458015, -79.901115 40.45849, -79.898528 40.457906, -79.896298 40.457397, -79.89414499999999 40.4569, -79.891902 40.456393, -79.888093 40.455527, -79.886437 40.455151, -79.88594399999999 40.455074, -79.885648 40.454027, -79.885468 40.453436, -79.88525799999999 40.452696, -79.884563 40.451014, -79.88408699999999 40.449144, -79.884828 40.448849, -79.88593 40.446907, -79.888184 40.447659, -79.888406 40.447773, -79.889816 40.449051, -79.89107300000001 40.449779, -79.89242299999999 40.450266, -79.892601 40.450561, -79.89278400000001 40.450302, -79.898758 40.452813, -79.900853 40.453617, -79.903128 40.454524, -79.90531 40.455482, -79.903148 40.454981)))"
46,1400000US42003140100,6.5,140100,"MULTIPOLYGON (((-79.94924399999999 40.441345, -79.947565 40.443406, -79.94690300000001 40.444514, -79.946584 40.444911, -79.947361 40.447106, -79.942452 40.447414, -79.941749 40.447471, -79.938838 40.447686, -79.937291 40.447792, -79.937207 40.447768, -79.934012 40.44685, -79.933401 40.446595, -79.931217 40.445628, -79.93023700000001 40.445197, -79.927925 40.444121, -79.927875 40.443003, -79.927784 40.440901, -79.92771399999999 40.438039, -79.933088 40.437703, -79.934033 40.437707, -79.936216 40.437623, -79.94084599999999 40.438967, -79.942176 40.440444, -79.947254 40.441465, -79.948953 40.44118, -79.94924399999999 40.441345)))"
47,1400000US42003140200,0.7,140200,"MULTIPOLYGON (((-79.937291 40.447792, -79.935802 40.447911, -79.93420500000001 40.4484, -79.930981 40.449409, -79.92964600000001 40.449827, -79.928437 40.450212, -79.927508 40.450514, -79.925787 40.451201, -79.92397099999999 40.451932, -79.92207500000001 40.452686, -79.92071199999999 40.452894, -79.92023 40.451218, -79.921503 40.447904, -79.921074 40.445719, -79.920513 40.443851, -79.921972 40.443895, -79.923867 40.443956, -79.924223 40.443968, -79.92538999999999 40.444005, -79.927925 40.444121, -79.93023700000001 40.445197, -79.931217 40.445628, -79.933401 40.446595, -79.934012 40.44685, -79.937207 40.447768, -79.937291 40.447792)))"
48,1400000US42003140300,2.5,140300,"MULTIPOLYGON (((-79.927925 40.444121, -79.92538999999999 40.444005, -79.924223 40.443968, -79.923867 40.443956, -79.921972 40.443895, -79.920513 40.443851, -79.917776 40.444326, -79.915569 40.444886, -79.91442000000001 40.44616, -79.91385099999999 40.446458, -79.91164999999999 40.446696, -79.911964 40.444753, -79.912246 40.443125, -79.91257899999999 40.441114, -79.913083 40.438028, -79.91367099999999 40.43758, -79.915814 40.437587, -79.916145 40.438036, -79.919359 40.438041, -79.922984 40.438056, -79.926946 40.438073, -79.92771399999999 40.438039, -79.927784 40.440901, -79.927875 40.443003, -79.927925 40.444121)))"
49,1400000US42003140400,1.7,140400,"MULTIPOLYGON (((-79.921503 40.447904, -79.92023 40.451218, -79.92071199999999 40.452894, -79.91535399999999 40.453614, -79.913304 40.453895, -79.912424 40.454037, -79.909447 40.452039, -79.908192 40.451487, -79.910158 40.448761, -79.910802 40.447851, -79.911435 40.446978, -79.91164999999999 40.446696, -79.91385099999999 40.446458, -79.91442000000001 40.44616, -79.915569 40.444886, -79.917776 40.444326, -79.920513 40.443851, -79.921074 40.445719, -79.921503 40.447904)))"
50,1400000US42003140500,30.2,140500,"MULTIPOLYGON (((-79.909547 40.456691, -79.907886 40.456061, -79.90531 40.455482, -79.903128 40.454524, -79.900853 40.453617, -79.898758 40.452813, -79.89278400000001 40.450302, -79.892601 40.450561, -79.89242299999999 40.450266, -79.89301500000001 40.447504, -79.893225 40.446494, -79.895162 40.447133, -79.89662 40.447617, -79.90131599999999 40.449181, -79.903761 40.449998, -79.908192 40.451487, -79.909447 40.452039, -79.912424 40.454037, -79.909547 40.456691)))"
51,1400000US42003140800,2.4,140800,"MULTIPOLYGON (((-79.923142 40.432354, -79.923079 40.43281, -79.922833 40.434754, -79.922984 40.438056, -79.919359 40.438041, -79.916145 40.438036, -79.915814 40.437587, -79.91367099999999 40.43758, -79.913083 40.438028, -79.911475 40.438013, -79.909082 40.437051, -79.90907199999999 40.433968, -79.915105 40.431393, -79.915189 40.430965, -79.915334 40.429887, -79.914737 40.42961, -79.907464 40.426485, -79.907933 40.426322, -79.908804 40.426405, -79.909831 40.426158, -79.91038399999999 40.426147, -79.911925 40.426314, -79.91248899999999 40.426473, -79.91423 40.427884, -79.91485299999999 40.428018, -79.916115 40.427916, -79.917537 40.428152, -79.918514 40.428441, -79.921199 40.429171, -79.923485 40.429738, -79.923142 40.432354)))"
52,1400000US42003141100,8,141100,"MULTIPOLYGON (((-79.916414 40.416563, -79.91557400000001 40.417531, -79.91404199999999 40.419199, -79.911907 40.419913, -79.91072800000001 40.421231, -79.908507 40.423926, -79.907343 40.423942, -79.90611699999999 40.426076, -79.904095 40.426118, -79.90136800000001 40.42723, -79.89922 40.426935, -79.893595 40.426631, -79.89218 40.427888, -79.891006 40.427197, -79.89507 40.42592, -79.89671199999999 40.42646, -79.897203 40.42606, -79.898872 40.41885, -79.899272 40.417056, -79.89962300000001 40.41545, -79.901512 40.415879, -79.90597200000001 40.415707, -79.911464 40.414838, -79.911652 40.414972, -79.915609 40.415703, -79.916414 40.416563)))"
53,1400000US42003141200,8.1,141200,"MULTIPOLYGON (((-79.910802 40.447851, -79.910158 40.448761, -79.908192 40.451487, -79.903761 40.449998, -79.90131599999999 40.449181, -79.89662 40.447617, -79.895162 40.447133, -79.893225 40.446494, -79.89375099999999 40.443837, -79.894257 40.441562, -79.894363 40.441175, -79.894842 40.438647, -79.895038 40.437668, -79.89514200000001 40.437192, -79.895568 40.434962, -79.895731 40.434225, -79.895808 40.433858, -79.89708299999999 40.427785, -79.895096 40.428166, -79.893762 40.426922, -79.89218 40.427888, -79.893595 40.426631, -79.89922 40.426935, -79.90136800000001 40.42723, -79.898672 40.435568, -79.89899 40.436443, -79.899013 40.437626, -79.900267 40.439516, -79.899485 40.439557, -79.899681 40.440056, -79.89932899999999 40.442368, -79.898771 40.443838, -79.899877 40.444715, -79.89955500000001 40.445237, -79.90136 40.445835, -79.90311199999999 40.446407, -79.90336499999999 40.446373, -79.905877 40.44436, -79.90873000000001 40.444495, -79.90828500000001 40.44594, -79.911435 40.446978, -79.910802 40.447851)))"
54,1400000US42003141300,1.7,141300,"MULTIPOLYGON (((-79.933556 40.433225, -79.93304500000001 40.433435, -79.933302 40.434478, -79.934033 40.437707, -79.933088 40.437703, -79.92771399999999 40.438039, -79.926946 40.438073, -79.922984 40.438056, -79.922833 40.434754, -79.923079 40.43281, -79.923142 40.432354, -79.923485 40.429738, -79.92676 40.428152, -79.930494 40.428912, -79.933223 40.428931, -79.93307299999999 40.43028, -79.932605 40.431378, -79.93266300000001 40.432019, -79.934946 40.432126, -79.933556 40.433225)))"
55,1400000US42003141400,5.8,141400,"MULTIPOLYGON (((-79.928158 40.427518, -79.92676 40.428152, -79.923485 40.429738, -79.921199 40.429171, -79.918514 40.428441, -79.917537 40.428152, -79.916115 40.427916, -79.91485299999999 40.428018, -79.91423 40.427884, -79.91248899999999 40.426473, -79.911925 40.426314, -79.91038399999999 40.426147, -79.909831 40.426158, -79.908804 40.426405, -79.907933 40.426322, -79.907464 40.426485, -79.906009 40.427762, -79.90611699999999 40.426076, -79.907343 40.423942, -79.908507 40.423926, -79.91072800000001 40.421231, -79.911907 40.419913, -79.91404199999999 40.419199, -79.91557400000001 40.417531, -79.916414 40.416563, -79.915609 40.415703, -79.911652 40.414972, -79.911464 40.414838, -79.914322 40.413762, -79.915403 40.413226, -79.918572 40.410757, -79.92156 40.41222, -79.922774 40.411804, -79.922847 40.41293, -79.924971 40.415048, -79.92677399999999 40.418911, -79.926096 40.419542, -79.92626300000001 40.423085, -79.925853 40.424996, -79.925732 40.425423, -79.927097 40.426764, -79.928158 40.427518)))"
56,1400000US42003151600,0.5,151600,"MULTIPOLYGON (((-79.95210899999999 40.425763, -79.951234 40.426785, -79.95043099999999 40.427598, -79.949658 40.429191, -79.949393 40.428886, -79.946842 40.428474, -79.941856 40.430103, -79.940134 40.429511, -79.939722 40.429304, -79.939767 40.427972, -79.93978799999999 40.426187, -79.939813 40.423281, -79.939835 40.418952, -79.941039 40.418871, -79.94175 40.419195, -79.944267 40.420412, -79.947627 40.422058, -79.949506 40.425095, -79.951037 40.424912, -79.94983499999999 40.425665, -79.950794 40.425488, -79.95203600000001 40.424917, -79.952288 40.424898, -79.95210899999999 40.425763)))"
57,1400000US42003151700,9.1,151700,"MULTIPOLYGON (((-79.939813 40.423281, -79.93978799999999 40.426187, -79.939767 40.427972, -79.939722 40.429304, -79.937862 40.428627, -79.936031 40.428565, -79.933223 40.428931, -79.930494 40.428912, -79.92676 40.428152, -79.928158 40.427518, -79.927097 40.426764, -79.925732 40.425423, -79.925853 40.424996, -79.92626300000001 40.423085, -79.926096 40.419542, -79.92677399999999 40.418911, -79.928168 40.419683, -79.929215 40.419753, -79.929157 40.418943, -79.93148600000001 40.418994, -79.932211 40.418956, -79.93310700000001 40.419798, -79.93369 40.419732, -79.93383 40.419788, -79.93801000000001 40.419116, -79.939835 40.418952, -79.939813 40.423281)))"
58,1400000US42003160800,15.8,160800,"MULTIPOLYGON (((-79.97987000000001 40.421365, -79.97837199999999 40.422256, -79.977704 40.423462, -79.976759 40.423564, -79.97664 40.423537, -79.976653 40.424923, -79.976607 40.425126, -79.973381 40.424944, -79.97210200000001 40.42488, -79.969729 40.424608, -79.968341 40.424442, -79.965974 40.424134, -79.961288 40.421257, -79.961989 40.420928, -79.962728 40.420321, -79.96272399999999 40.420099, -79.96304000000001 40.419286, -79.963596 40.419024, -79.964039 40.418266, -79.96510499999999 40.417431, -79.96547200000001 40.417374, -79.965676 40.417339, -79.970902 40.417649, -79.972908 40.417424, -79.97452 40.417251, -79.97602500000001 40.417165, -79.978869 40.417957, -79.97936799999999 40.418031, -79.97939599999999 40.419867, -79.979161 40.420216, -79.97987000000001 40.421365)))"
59,1400000US42003160900,3.9,160900,"MULTIPOLYGON (((-79.976344 40.427589, -79.976265 40.428506, -79.97581700000001 40.431756, -79.974343 40.431301, -79.973823 40.431539, -79.973793 40.432272, -79.973502 40.433877, -79.964805 40.430429, -79.96019699999999 40.428542, -79.958877 40.427304, -79.955973 40.424569, -79.954573 40.420769, -79.953974 40.418242, -79.952663 40.4127, -79.95231699999999 40.411237, -79.952955 40.410659, -79.95509800000001 40.410546, -79.955523 40.411024, -79.95583600000001 40.410947, -79.955754 40.414277, -79.955901 40.415388, -79.956627 40.417316, -79.957899 40.419006, -79.961288 40.421257, -79.965974 40.424134, -79.968341 40.424442, -79.969729 40.424608, -79.97210200000001 40.42488, -79.973381 40.424944, -79.976607 40.425126, -79.976344 40.427589)))"
60,1400000US42003161000,36.9,161000,"MULTIPOLYGON (((-79.982259 40.417667, -79.980602 40.41772, -79.978869 40.417957, -79.97602500000001 40.417165, -79.97452 40.417251, -79.972908 40.417424, -79.970902 40.417649, -79.965676 40.417339, -79.96547200000001 40.417374, -79.96510499999999 40.417431, -79.964039 40.418266, -79.963596 40.419024, -79.96304000000001 40.419286, -79.96272399999999 40.420099, -79.962728 40.420321, -79.961989 40.420928, -79.961288 40.421257, -79.957899 40.419006, -79.956627 40.417316, -79.955901 40.415388, -79.955754 40.414277, -79.95583600000001 40.410947, -79.955523 40.411024, -79.95509800000001 40.410546, -79.956366 40.410631, -79.958292 40.409969, -79.963567 40.409485, -79.966455 40.407015, -79.969312 40.405479, -79.973135 40.404869, -79.974847 40.404633, -79.976555 40.40392, -79.975892 40.404375, -79.98109100000001 40.40784, -79.980801 40.409485, -79.981618 40.411322, -79.981758 40.413465, -79.98179500000001 40.414111, -79.982259 40.417667)))"
61,1400000US42003170200,12.6,170200,"MULTIPOLYGON (((-79.998661 40.429967, -79.99673799999999 40.432801, -79.993405 40.432613, -79.989141 40.432598, -79.98811000000001 40.432601, -79.98292600000001 40.433365, -79.981459 40.433546, -79.97915 40.433811, -79.975827 40.434315, -79.973502 40.433877, -79.973793 40.432272, -79.973823 40.431539, -79.974343 40.431301, -79.97581700000001 40.431756, -79.976265 40.428506, -79.976344 40.427589, -79.976607 40.425126, -79.98237899999999 40.425463, -79.986272 40.425753, -79.98748999999999 40.42604, -79.988592 40.426395, -79.99097 40.427279, -79.992552 40.427665, -79.998803 40.429749, -79.998661 40.429967)))"
62,1400000US42003170600,17.2,170600,"MULTIPOLYGON (((-79.998803 40.429749, -79.992552 40.427665, -79.99097 40.427279, -79.988592 40.426395, -79.98748999999999 40.42604, -79.986272 40.425753, -79.98237899999999 40.425463, -79.976607 40.425126, -79.976653 40.424923, -79.97664 40.423537, -79.976759 40.423564, -79.977704 40.423462, -79.97837199999999 40.422256, -79.97987000000001 40.421365, -79.979161 40.420216, -79.97939599999999 40.419867, -79.97936799999999 40.418031, -79.978869 40.417957, -79.980602 40.41772, -79.982259 40.417667, -79.986362 40.417556, -79.98818300000001 40.41851, -79.988159 40.420084, -79.98818900000001 40.421606, -79.988247 40.421889, -79.988248 40.422319, -79.98831199999999 40.422875, -79.987784 40.424329, -79.987728 40.424866, -79.99023800000001 40.424943, -79.99060900000001 40.425417, -79.993846 40.426726, -79.994823 40.427456, -79.996786 40.428194, -79.998361 40.42899, -79.99902400000001 40.429451, -79.998803 40.429749)))"
63,1400000US42003180300,34.4,180300,"MULTIPOLYGON (((-80.002214 40.428554, -80.00162899999999 40.428863, -79.99956 40.428114, -79.996786 40.428194, -79.994823 40.427456, -79.993846 40.426726, -79.99060900000001 40.425417, -79.99023800000001 40.424943, -79.987728 40.424866, -79.987784 40.424329, -79.98831199999999 40.422875, -79.988248 40.422319, -79.988247 40.421889, -79.98818900000001 40.421606, -79.988159 40.420084, -79.98818300000001 40.41851, -79.993178 40.418367, -79.99522 40.418321, -79.997281 40.418261, -79.997286 40.418363, -79.997342 40.41992, -79.997401 40.421648, -79.99741899999999 40.422406, -79.99748200000001 40.423719, -79.997494 40.424629, -79.99752700000001 40.425723, -79.99754799999999 40.425992, -79.99762 40.426749, -80.00049799999999 40.427485, -80.003838 40.42783, -80.002214 40.428554)))"
64,1400000US42003180700,28,180700,"MULTIPOLYGON (((-80.005611 40.42701, -80.003838 40.42783, -80.00049799999999 40.427485, -79.99762 40.426749, -79.99754799999999 40.425992, -79.99752700000001 40.425723, -79.997494 40.424629, -79.99748200000001 40.423719, -79.99741899999999 40.422406, -79.997401 40.421648, -79.99802699999999 40.421517, -79.998529 40.421715, -80.002009 40.421775, -80.002467 40.421774, -80.002745 40.422266, -80.00494500000001 40.422199, -80.004955 40.422441, -80.005021 40.423845, -80.00509599999999 40.425498, -80.005611 40.42701)))"
65,1400000US42003190300,0.6,190300,"MULTIPOLYGON (((-80.020617 40.426182, -80.019661 40.429328, -80.019251 40.430691, -80.01869499999999 40.43247, -80.01797500000001 40.434803, -80.01917299999999 40.434982, -80.018287 40.436286, -80.018925 40.438141, -80.018406 40.438793, -80.01772800000001 40.439736, -80.016941 40.439418, -80.01639299999999 40.438128, -80.013443 40.43719, -80.013614 40.436995, -80.011607 40.435756, -80.005805 40.432073, -80.00561 40.431716, -80.00447 40.431251, -80.00270999999999 40.430533, -80.004097 40.430116, -80.00492800000001 40.430507, -80.006472 40.430514, -80.006631 40.431548, -80.00990299999999 40.43334, -80.010249 40.432254, -80.010614 40.431157, -80.010716 40.430895, -80.01276300000001 40.430523, -80.01361300000001 40.43027, -80.01702899999999 40.427081, -80.019931 40.425819, -80.020617 40.426182)))"
